,Year,Month,Day,Hour,Temperature,Pressure
56,2010,10,8,16,1.5,999.9
57,2010,10,8,17,1.2,1000.2
58,2010,10,8,18,1.0,1000.5
59,2010,10,8,19,0.9,1000.8
60,2010,10,8,20,0.8,1001.0
61,2010,10,8,21,1.4,1001.1
62,2010,10,8,22,1.2,1001.3
63,2010,10,8,23,1.4,1001.3
64,2010,10,9,0,2.5,1001.4
65,2010,10,9,1,2.4,1001.5
66,2010,10,9,2,2.3,1001.5
67,2010,10,9,3,1.7,1001.6
68,2010,10,9,4,1.8,1001.5
69,2010,10,9,5,1.4,1001.3
70,2010,10,9,6,1.1,1001.5
71,2010,10,9,7,1.1,1001.6
72,2010,10,9,8,1.1,1001.6
73,2010,10,9,9,1.2,1001.8
74,2010,10,9,10,1.8,1001.9
75,2010,10,9,11,1.4,1002.2
76,2010,10,9,12,1.3,1002.4
77,2010,10,9,13,1.3,1002.6
78,2010,10,9,14,1.4,1003.2
79,2010,10,9,15,1.6,1003.8
80,2010,10,9,16,1.7,1004.3
81,2010,10,9,17,1.4,1004.9
82,2010,10,9,18,1.3,1005.5
83,2010,10,9,19,1.0,1005.9
84,2010,10,9,20,0.6,1006.8
85,2010,10,9,21,0.4,1007.3
86,2010,10,9,22,0.6,1007.6
87,2010,10,9,23,0.5,1008.4
88,2010,10,10,0,0.3,1008.7
89,2010,10,10,1,0.6,1009.2
90,2010,10,10,2,0.7,1009.4
91,2010,10,10,3,1.0,1009.6
92,2010,10,10,4,1.0,1009.8
93,2010,10,10,5,0.9,1010.4
94,2010,10,10,6,1.2,1010.7
95,2010,10,10,7,-0.4,1011.1
96,2010,10,10,8,-1.4,1011.9
97,2010,10,10,9,-2.6,1012.8
98,2010,10,10,10,-3.3,1013.3
99,2010,10,10,11,-3.9,1013.5
100,2010,10,10,12,-4.4,1013.7
101,2010,10,10,13,-4.5,1013.7
102,2010,10,10,14,-4.8,1013.7
103,2010,10,10,15,-5.1,1013.3
104,2010,10,10,16,-5.2,1013.4
105,2010,10,10,17,-5.9,1013.2
106,2010,10,10,18,-6.3,1013.1
107,2010,10,10,19,-6.5,1012.8
108,2010,10,10,20,-6.6,1012.7
109,2010,10,10,21,-6.5,1012.3
110,2010,10,10,22,-6.4,1012.0
111,2010,10,10,23,-6.5,1011.6
112,2010,10,11,0,-6.4,1011.5
113,2010,10,11,1,-6.0,1011.4
114,2010,10,11,2,-5.8,1011.3
115,2010,10,11,3,-5.7,1011.5
116,2010,10,11,4,-5.2,1011.5
117,2010,10,11,5,-5.0,1011.6
118,2010,10,11,6,-4.5,1011.7
119,2010,10,11,7,-4.2,1011.8
120,2010,10,11,8,-3.9,1012.3
121,2010,10,11,9,-4.2,1013.3
122,2010,10,11,10,-3.7,1014.3
123,2010,10,11,11,-3.4,1014.7
124,2010,10,11,12,-3.0,1015.4
125,2010,10,11,13,-3.6,1016.1
126,2010,10,11,14,-2.0,1016.6
127,2010,10,11,15,-1.7,1017.1
128,2010,10,11,16,-1.3,1017.4
129,2010,10,11,17,-1.3,1018.1
130,2010,10,11,18,-1.0,1018.8
131,2010,10,11,19,-1.2,1019.1
132,2010,10,11,20,-1.3,1019.6
133,2010,10,11,21,-1.2,1019.8
134,2010,10,11,22,-1.6,1020.2
135,2010,10,11,23,-1.5,1020.5
136,2010,10,12,0,-1.7,1020.7
137,2010,10,12,1,-1.6,1020.7
138,2010,10,12,2,-1.9,1020.8
139,2010,10,12,3,-2.1,1020.9
140,2010,10,12,4,-1.9,1021.1
141,2010,10,12,5,-2.1,1021.2
142,2010,10,12,6,-1.9,1021.2
143,2010,10,12,7,-2.3,1021.3
144,2010,10,12,8,-2.2,1021.6
145,2010,10,12,9,-2.2,1021.6
146,2010,10,12,11,-2.2,1021.5
147,2010,10,12,12,-2.4,1021.2
148,2010,10,12,13,-2.5,1021.2
149,2010,10,12,14,-2.6,1021.0
150,2010,10,12,15,-2.6,1020.9
151,2010,10,12,16,-4.9,1020.8
152,2010,10,12,17,-4.9,1020.7
153,2010,10,12,18,-2.7,1021.0
154,2010,10,12,19,-2.8,1020.7
155,2010,10,12,20,-2.7,1020.5
156,2010,10,12,21,-2.8,1020.1
157,2010,10,12,22,-3.1,1019.7
158,2010,10,12,23,-3.6,1019.7
159,2010,10,13,0,-4.0,1019.4
160,2010,10,13,1,-4.5,1019.1
161,2010,10,13,2,-3.8,1018.9
162,2010,10,13,3,-6.4,1018.8
163,2010,10,13,4,-6.6,1018.9
164,2010,10,13,5,-6.8,1018.9
165,2010,10,13,6,-6.5,1018.8
166,2010,10,13,7,-7.0,1018.8
167,2010,10,13,8,-7.4,1018.7
168,2010,10,13,9,-8.5,1018.6
169,2010,10,13,10,-7.7,1018.4
170,2010,10,13,11,-7.4,1018.0
171,2010,10,13,12,-7.3,1018.0
172,2010,10,13,13,-7.4,1017.9
173,2010,10,13,14,-6.6,1017.9
174,2010,10,13,15,-6.6,1018.0
175,2010,10,13,16,-8.0,1017.7
176,2010,10,13,17,-7.8,1017.5
177,2010,10,13,18,-6.0,1017.4
178,2010,10,13,19,-4.7,1017.0
179,2010,10,13,20,-4.5,1017.0
180,2010,10,13,21,-4.8,1016.9
181,2010,10,13,22,-5.8,1016.8
182,2010,10,13,23,-5.8,1016.3
183,2010,10,14,0,-5.1,1015.8
184,2010,10,14,1,-4.9,1015.5
185,2010,10,14,2,-4.8,1015.3
186,2010,10,14,3,-4.9,1015.2
187,2010,10,14,4,-4.4,1014.8
188,2010,10,14,5,-4.1,1014.4
189,2010,10,14,6,-4.5,1014.0
190,2010,10,14,7,-4.3,1013.8
191,2010,10,14,8,-3.8,1013.7
192,2010,10,14,9,-3.9,1013.7
193,2010,10,14,10,-3.4,1013.4
194,2010,10,14,11,-3.2,1013.3
195,2010,10,14,12,-3.9,1013.0
196,2010,10,14,13,-3.3,1012.8
197,2010,10,14,14,-4.6,1012.5
198,2010,10,14,15,-3.1,1012.5
199,2010,10,14,16,-3.7,1012.7
200,2010,10,14,17,-4.1,1012.8
201,2010,10,14,18,-4.4,1012.7
202,2010,10,14,20,-4.7,1012.3
203,2010,10,14,21,-4.6,1011.9
204,2010,10,14,22,-5.0,1011.5
205,2010,10,14,23,-4.9,1011.4
206,2010,10,15,0,-5.1,1010.9
207,2010,10,15,1,-5.3,1010.8
208,2010,10,15,2,-5.8,1010.7
209,2010,10,15,3,-6.7,1010.8
210,2010,10,15,4,-7.8,1011.0
211,2010,10,15,5,-8.2,1011.0
212,2010,10,15,6,-8.6,1010.7
213,2010,10,15,7,-8.4,1010.8
214,2010,10,15,8,-8.2,1010.9
215,2010,10,15,9,-8.1,1011.1
216,2010,10,15,10,-7.8,1011.1
217,2010,10,15,11,-7.5,1010.6
218,2010,10,15,12,-7.4,1010.4
219,2010,10,15,13,-7.3,1010.3
220,2010,10,15,14,-7.3,1010.1
221,2010,10,15,15,-7.2,1009.7
222,2010,10,15,16,-7.3,1009.3
223,2010,10,15,17,-7.3,1008.8
224,2010,10,15,18,-7.4,1008.5
225,2010,10,15,19,-7.5,1008.2
226,2010,10,15,21,-7.3,1007.4
227,2010,10,15,23,-7.3,1006.7
228,2010,10,16,0,-7.3,1006.5
229,2010,10,16,1,-7.4,1006.2
230,2010,10,16,2,-7.4,1005.9
231,2010,10,16,3,-7.4,1005.9
232,2010,10,16,4,-7.4,1005.5
233,2010,10,16,5,-7.5,1005.3
234,2010,10,16,6,-7.3,1005.2
235,2010,10,16,7,-7.5,1005.2
236,2010,10,16,8,-7.8,1005.2
237,2010,10,16,9,-7.9,1005.3
238,2010,10,16,10,-8.0,1005.2
239,2010,10,16,11,-8.0,1005.1
240,2010,10,16,12,-8.0,1005.1
241,2010,10,16,13,-8.0,1005.0
242,2010,10,16,14,-7.8,1004.8
243,2010,10,16,15,-7.6,1004.5
244,2010,10,16,16,-8.2,1004.2
245,2010,10,16,17,-8.3,1003.8
246,2010,10,16,18,-7.9,1003.6
247,2010,10,16,19,-8.3,1003.3
248,2010,10,16,20,-8.4,1003.1
249,2010,10,16,21,-8.0,1002.8
250,2010,10,16,22,-7.5,1002.4
251,2010,10,16,23,-8.0,1001.9
252,2010,10,17,0,-7.2,1001.4
253,2010,10,17,1,-6.2,1000.8
254,2010,10,17,2,-6.7,1000.8
255,2010,10,17,3,-7.5,1001.0
256,2010,10,17,4,-7.7,1000.9
257,2010,10,17,5,-7.9,1000.7
258,2010,10,17,6,-8.0,1000.6
259,2010,10,17,7,-8.1,1000.6
260,2010,10,17,8,-8.0,1000.6
261,2010,10,17,9,-7.9,1000.4
262,2010,10,17,10,-7.8,1000.2
263,2010,10,17,11,-7.6,1000.2
264,2010,10,17,12,-8.1,999.9
265,2010,10,17,14,-8.9,999.7
266,2010,10,17,15,-9.1,999.5
267,2010,10,17,17,-9.2,999.1
268,2010,10,17,18,-9.2,998.9
269,2010,10,17,19,-8.9,998.8
270,2010,10,17,20,-8.7,998.4
271,2010,10,17,21,-8.6,998.2
272,2010,10,17,22,-8.5,997.8
273,2010,10,17,23,-8.3,997.3
274,2010,10,18,0,-8.3,997.1
275,2010,10,18,1,-8.4,996.7
276,2010,10,18,2,-8.2,996.5
277,2010,10,18,3,-7.7,996.2
278,2010,10,18,4,-7.9,995.8
279,2010,10,18,5,-7.7,995.5
280,2010,10,18,6,-7.5,995.4
281,2010,10,18,7,-7.6,995.4
282,2010,10,18,8,-7.1,995.0
283,2010,10,18,9,-6.7,995.0
284,2010,10,18,11,-6.4,994.8
285,2010,10,18,12,-7.1,995.1
286,2010,10,18,13,-6.6,995.1
287,2010,10,18,14,-7.5,995.3
288,2010,10,18,15,-7.8,995.5
289,2010,10,18,16,-8.0,995.3
290,2010,10,18,18,-8.8,995.4
291,2010,10,18,21,-10.0,995.4
292,2010,10,19,0,-10.4,995.3
293,2010,10,19,3,-9.3,994.0
294,2010,10,19,6,-4.0,990.6
295,2010,10,19,9,0.2,991.2
296,2010,10,19,10,-0.4,991.9
297,2010,10,19,11,-0.7,992.7
298,2010,10,19,12,-0.6,993.9
299,2010,10,19,13,-0.4,995.2
300,2010,10,19,14,-0.4,996.1
301,2010,10,19,15,-0.4,997.9
302,2010,10,19,16,-0.7,999.9
303,2010,10,19,17,-1.1,1001.2
304,2010,10,19,18,-1.5,1002.9
305,2010,10,19,19,-1.8,1004.3
306,2010,10,19,21,-2.2,1007.6
307,2010,10,19,22,-2.4,1009.1
308,2010,10,19,23,-2.7,1010.6
309,2010,10,20,0,-3.0,1011.5
310,2010,10,20,1,-3.2,1012.2
311,2010,10,20,2,-3.2,1012.9
312,2010,10,20,3,-3.2,1013.4
313,2010,10,20,4,-3.1,1014.9
314,2010,10,20,5,-3.0,1016.3
315,2010,10,20,6,-3.0,1017.4
316,2010,10,20,7,-2.7,1018.1
317,2010,10,20,8,-2.5,1018.8
318,2010,10,20,9,-2.2,1019.4
319,2010,10,20,10,-2.3,1019.9
320,2010,10,20,11,-2.3,1020.6
321,2010,10,20,12,-2.0,1021.2
322,2010,10,20,13,-2.4,1021.4
323,2010,10,20,14,-1.9,1021.5
324,2010,10,20,15,-2.2,1021.7
325,2010,10,20,16,-2.4,1021.9
326,2010,10,20,17,-2.2,1022.0
327,2010,10,20,18,-2.3,1022.2
328,2010,10,20,20,-2.2,1022.6
329,2010,10,20,21,-1.6,1022.8
330,2010,10,20,22,-1.6,1022.7
331,2010,10,20,23,-1.2,1022.6
332,2010,10,21,0,-1.2,1022.6
333,2010,10,21,1,-1.6,1022.3
334,2010,10,21,2,-1.6,1022.2
335,2010,10,21,3,-1.9,1022.1
336,2010,10,21,4,-1.8,1021.8
337,2010,10,21,5,-1.5,1021.5
338,2010,10,21,6,-1.4,1021.6
339,2010,10,21,7,-1.6,1021.8
340,2010,10,21,8,-1.9,1021.9
341,2010,10,21,9,-1.5,1021.6
342,2010,10,21,10,-1.4,1021.3
343,2010,10,21,11,-1.5,1021.2
344,2010,10,21,12,-1.8,1021.1
345,2010,10,21,13,-1.7,1020.8
346,2010,10,21,14,-1.7,1020.5
347,2010,10,21,15,-1.5,1020.6
348,2010,10,21,16,-1.8,1020.6
349,2010,10,21,17,-1.8,1020.5
350,2010,10,21,18,-1.9,1020.5
351,2010,10,21,19,-2.0,1020.7
352,2010,10,21,20,-2.0,1020.7
353,2010,10,21,21,-2.2,1020.7
354,2010,10,21,22,-2.4,1020.5
355,2010,10,21,23,-2.2,1020.0
356,2010,10,22,0,-2.1,1019.6
357,2010,10,22,1,-2.1,1019.4
358,2010,10,22,2,-1.7,1019.0
359,2010,10,22,3,-1.7,1018.7
360,2010,10,22,4,-1.6,1018.7
361,2010,10,22,5,-1.8,1019.0
362,2010,10,22,6,-1.6,1019.2
363,2010,10,22,7,-2.3,1019.5
364,2010,10,22,8,-2.5,1019.6
365,2010,10,22,9,-2.8,1019.5
366,2010,10,22,10,-2.6,1019.4
367,2010,10,22,11,-2.6,1019.5
368,2010,10,22,12,-2.6,1019.5
369,2010,10,22,13,-2.5,1019.6
370,2010,10,22,14,-2.7,1019.7
371,2010,10,22,15,-2.6,1019.8
372,2010,10,22,16,-2.8,1019.8
373,2010,10,22,17,-2.8,1019.8
374,2010,10,22,18,-2.9,1019.9
375,2010,10,22,19,-2.9,1020.4
376,2010,10,22,20,-3.1,1020.6
377,2010,10,22,21,-3.0,1020.1
378,2010,10,22,22,-2.8,1020.0
379,2010,10,22,23,-2.8,1020.2
380,2010,10,23,0,-3.0,1020.0
381,2010,10,23,1,-2.8,1019.8
382,2010,10,23,2,-2.7,1019.7
383,2010,10,23,3,-3.0,1019.9
384,2010,10,23,4,-2.9,1019.8
385,2010,10,23,5,-3.5,1019.9
386,2010,10,23,6,-3.2,1019.7
387,2010,10,23,7,-3.6,1019.7
388,2010,10,23,8,-4.3,1019.6
389,2010,10,23,9,-3.3,1019.6
390,2010,10,23,10,-3.4,1019.3
391,2010,10,23,11,-3.3,1019.3
392,2010,10,23,12,-3.3,1019.0
393,2010,10,23,13,-3.3,1019.0
394,2010,10,23,14,-3.5,1018.9
395,2010,10,23,15,-3.3,1018.7
396,2010,10,23,16,-3.1,1018.6
397,2010,10,23,17,-3.4,1018.6
398,2010,10,23,18,-3.6,1018.6
399,2010,10,23,19,-3.8,1018.6
400,2010,10,23,20,-3.8,1018.3
401,2010,10,23,21,-4.0,1018.0
402,2010,10,23,22,-3.5,1017.8
403,2010,10,23,23,-3.7,1017.7
404,2010,10,24,0,-3.5,1017.4
405,2010,10,24,1,-3.6,1017.1
406,2010,10,24,2,-4.3,1017.1
407,2010,10,24,3,-4.4,1017.0
408,2010,10,24,4,-4.4,1016.7
409,2010,10,24,5,-4.4,1016.6
410,2010,10,24,6,-4.9,1016.5
411,2010,10,24,7,-5.0,1016.4
412,2010,10,24,8,-5.0,1016.4
413,2010,10,24,9,-5.1,1016.5
414,2010,10,24,10,-5.4,1016.3
415,2010,10,24,11,-5.4,1016.0
416,2010,10,24,12,-5.1,1015.7
417,2010,10,24,13,-5.5,1015.4
418,2010,10,24,14,-5.8,1015.1
419,2010,10,24,15,-6.0,1014.6
420,2010,10,24,16,-5.6,1014.5
421,2010,10,24,17,-5.6,1014.0
422,2010,10,24,18,-5.9,1013.7
423,2010,10,24,19,-5.8,1013.4
424,2010,10,24,20,-5.5,1012.8
425,2010,10,24,21,-5.5,1012.7
426,2010,10,24,22,-5.6,1012.3
427,2010,10,24,23,-5.9,1012.0
428,2010,10,25,0,-5.9,1011.6
429,2010,10,25,1,-5.6,1011.5
430,2010,10,25,2,-5.0,1010.9
431,2010,10,25,3,-4.6,1010.6
432,2010,10,25,4,-4.0,1010.3
433,2010,10,25,5,-3.9,1010.1
434,2010,10,25,6,-3.8,1009.9
435,2010,10,25,7,-3.7,1009.8
436,2010,10,25,8,-3.6,1009.6
437,2010,10,25,9,-3.7,1009.5
438,2010,10,25,10,-3.8,1009.5
439,2010,10,25,11,-3.0,1009.6
440,2010,10,25,12,-3.3,1010.1
441,2010,10,25,13,-3.1,1010.3
442,2010,10,25,14,-3.2,1010.6
443,2010,10,25,16,-4.1,1010.9
444,2010,10,25,17,-4.3,1011.1
445,2010,10,25,18,-4.7,1011.2
446,2010,10,25,19,-5.0,1011.3
447,2010,10,25,20,-5.7,1011.5
448,2010,10,25,21,-6.0,1011.5
449,2010,10,25,22,-6.0,1011.5
450,2010,10,25,23,-6.2,1011.4
451,2010,10,26,0,-6.9,1011.4
452,2010,10,26,1,-7.0,1011.5
453,2010,10,26,2,-7.2,1011.2
454,2010,10,26,3,-7.2,1011.2
455,2010,10,26,4,-7.3,1011.1
456,2010,10,26,5,-7.3,1010.7
457,2010,10,26,6,-7.2,1010.5
458,2010,10,26,7,-7.1,1010.4
459,2010,10,26,8,-6.8,1010.5
460,2010,10,26,9,-6.7,1010.6
461,2010,10,26,10,-6.9,1010.5
462,2010,10,26,11,-6.6,1010.4
463,2010,10,26,12,-6.5,1010.5
464,2010,10,26,13,-6.3,1010.4
465,2010,10,26,14,-6.4,1010.4
466,2010,10,26,15,-6.3,1010.3
467,2010,10,26,16,-6.1,1010.3
468,2010,10,26,17,-6.0,1010.0
469,2010,10,26,18,-6.0,1010.1
470,2010,10,26,19,-5.6,1010.0
471,2010,10,26,20,-5.4,1009.7
472,2010,10,26,21,-4.7,1009.7
473,2010,10,26,22,-4.3,1009.7
474,2010,10,26,23,-4.4,1009.8
475,2010,10,27,0,-4.6,1010.2
476,2010,10,27,1,-4.7,1010.3
477,2010,10,27,2,-5.2,1010.3
478,2010,10,27,3,-5.2,1010.4
479,2010,10,27,4,-5.7,1010.5
480,2010,10,27,5,-5.9,1010.5
481,2010,10,27,6,-6.3,1010.5
482,2010,10,27,7,-6.2,1010.6
483,2010,10,27,8,-6.2,1010.6
484,2010,10,27,9,-6.1,1010.7
485,2010,10,27,10,-6.2,1011.0
486,2010,10,27,11,-6.1,1011.0
487,2010,10,27,12,-6.4,1011.4
488,2010,10,27,13,-6.3,1011.3
489,2010,10,27,14,-6.5,1011.5
490,2010,10,27,15,-6.7,1011.5
491,2010,10,27,16,-6.6,1011.5
492,2010,10,27,17,-6.8,1011.5
493,2010,10,27,18,-6.5,1011.4
494,2010,10,27,19,-6.4,1011.3
495,2010,10,27,20,-6.0,1011.3
496,2010,10,27,21,-5.8,1011.4
497,2010,10,27,22,-5.9,1011.4
498,2010,10,27,23,-6.1,1011.5
499,2010,10,28,0,-6.1,1011.6
500,2010,10,28,1,-6.7,1011.5
501,2010,10,28,2,-6.8,1011.5
502,2010,10,28,3,-7.1,1011.4
503,2010,10,28,4,-7.2,1011.5
504,2010,10,28,5,-7.6,1011.5
505,2010,10,28,6,-7.8,1011.3
506,2010,10,28,7,-8.0,1011.3
507,2010,10,28,8,-7.4,1011.1
508,2010,10,28,9,-7.4,1011.1
509,2010,10,28,10,-7.5,1010.8
510,2010,10,28,11,-7.4,1010.9
511,2010,10,28,12,-7.8,1010.8
512,2010,10,28,13,-7.9,1010.9
513,2010,10,28,14,-7.9,1010.8
514,2010,10,28,15,-7.8,1010.5
515,2010,10,28,16,-7.9,1010.3
516,2010,10,28,17,-7.8,1010.2
517,2010,10,28,18,-7.8,1010.3
518,2010,10,28,19,-8.0,1010.2
519,2010,10,28,21,-8.8,1010.1
520,2010,10,28,22,-8.8,1010.1
521,2010,10,28,23,-8.9,1010.0
522,2010,10,29,0,-8.6,1009.8
523,2010,10,29,1,-8.3,1009.5
524,2010,10,29,2,-8.3,1009.3
525,2010,10,29,3,-8.3,1008.9
526,2010,10,29,4,-8.3,1008.6
527,2010,10,29,5,-8.3,1008.5
528,2010,10,29,6,-8.0,1008.2
529,2010,10,29,7,-7.6,1008.1
530,2010,10,29,8,-7.3,1008.0
531,2010,10,29,9,-6.9,1007.9
532,2010,10,29,10,-6.6,1007.7
533,2010,10,29,11,-6.1,1007.5
534,2010,10,29,12,-5.9,1007.6
535,2010,10,29,13,-5.6,1007.3
536,2010,10,29,15,-5.0,1006.9
537,2010,10,29,16,-4.6,1007.0
538,2010,10,29,17,-4.0,1007.1
539,2010,10,29,18,-3.6,1007.3
540,2010,10,29,19,-4.0,1008.1
541,2010,10,29,20,-4.1,1008.4
542,2010,10,29,21,-3.8,1008.7
543,2010,10,29,22,-4.1,1008.9
544,2010,10,29,23,-4.1,1009.1
545,2010,10,30,0,-4.3,1009.3
546,2010,10,30,1,-5.0,1009.5
547,2010,10,30,2,-5.3,1010.0
548,2010,10,30,3,-5.9,1010.4
549,2010,10,30,4,-6.4,1010.9
550,2010,10,30,5,-6.6,1011.1
551,2010,10,30,6,-7.3,1011.5
552,2010,10,30,7,-7.6,1012.0
553,2010,10,30,8,-7.6,1012.3
554,2010,10,30,9,-7.8,1012.7
555,2010,10,30,10,-8.1,1012.8
556,2010,10,30,11,-8.6,1013.1
557,2010,10,30,12,-8.7,1013.3
558,2010,10,30,13,-9.1,1013.5
559,2010,10,30,14,-9.2,1013.6
560,2010,10,30,15,-9.3,1013.5
561,2010,10,30,16,-9.5,1013.6
562,2010,10,30,17,-9.5,1013.5
563,2010,10,30,18,-9.6,1013.5
564,2010,10,30,19,-9.5,1013.3
565,2010,10,30,20,-9.0,1013.2
566,2010,10,30,21,-8.9,1013.1
567,2010,10,30,23,-9.0,1012.6
568,2010,10,31,0,-9.0,1012.2
569,2010,10,31,1,-9.1,1012.1
570,2010,10,31,2,-9.0,1011.7
571,2010,10,31,3,-8.9,1011.6
572,2010,10,31,4,-10.3,1011.4
573,2010,10,31,5,-9.4,1011.3
574,2010,10,31,6,-10.1,1011.3
575,2010,10,31,7,-10.0,1011.5
576,2010,10,31,8,-11.3,1011.7
577,2010,10,31,9,-10.7,1011.8
578,2010,10,31,10,-9.2,1011.4
579,2010,10,31,11,-7.2,1011.5
580,2010,10,31,12,-7.4,1011.4
581,2010,10,31,13,-7.6,1011.4
582,2010,10,31,14,-8.0,1011.4
583,2010,10,31,15,-8.1,1011.3
584,2010,10,31,16,-8.2,1011.1
585,2010,10,31,17,-8.4,1010.9
586,2010,10,31,18,-8.8,1010.8
587,2010,10,31,19,-13.1,1010.7
588,2010,10,31,20,-9.0,1011.0
589,2010,10,31,21,-9.4,1010.7
590,2010,10,31,22,-9.6,1010.3
591,2010,10,31,23,-14.5,1009.9
592,2010,11,1,0,-13.3,1009.5
593,2010,11,1,1,-13.3,1009.3
594,2010,11,1,2,-12.3,1009.1
595,2010,11,1,3,-12.0,1009.0
596,2010,11,1,4,-9.4,1008.8
597,2010,11,1,5,-9.4,1008.9
598,2010,11,1,6,-11.5,1008.5
599,2010,11,1,7,-12.4,1008.4
600,2010,11,1,8,-12.2,1008.2
601,2010,11,1,9,-11.3,1008.2
602,2010,11,1,10,-11.5,1007.8
603,2010,11,1,11,-12.1,1007.6
604,2010,11,1,12,-11.9,1007.3
605,2010,11,1,14,-11.7,1007.0
606,2010,11,1,15,-12.2,1007.0
607,2010,11,1,16,-13.7,1006.7
608,2010,11,1,17,-13.9,1006.4
609,2010,11,1,18,-14.0,1006.4
610,2010,11,1,19,-13.7,1006.5
611,2010,11,1,20,-11.3,1006.5
612,2010,11,1,21,-11.3,1006.4
613,2010,11,1,22,-11.5,1006.1
614,2010,11,1,23,-12.6,1005.8
615,2010,11,2,0,-14.6,1005.6
616,2010,11,2,1,-11.5,1005.4
617,2010,11,2,2,-12.2,1005.0
618,2010,11,2,3,-12.2,1004.8
619,2010,11,2,4,-12.7,1004.5
620,2010,11,2,5,-15.4,1004.4
621,2010,11,2,6,-13.9,1004.7
622,2010,11,2,7,-15.1,1004.6
623,2010,11,2,8,-14.9,1004.6
624,2010,11,2,9,-11.4,1004.6
625,2010,11,2,10,-11.6,1004.3
626,2010,11,2,11,-10.8,1003.9
627,2010,11,2,12,-10.9,1003.4
628,2010,11,2,13,-10.3,1003.2
629,2010,11,2,14,-10.0,1003.3
630,2010,11,2,15,-9.2,1003.4
631,2010,11,2,16,-9.1,1003.3
632,2010,11,2,17,-9.9,1003.2
633,2010,11,2,18,-9.4,1002.9
634,2010,11,2,19,-9.9,1002.9
635,2010,11,2,20,-9.7,1002.9
636,2010,11,2,21,-9.7,1002.8
637,2010,11,2,22,-9.8,1002.7
638,2010,11,2,23,-9.4,1002.6
639,2010,11,3,0,-8.6,1002.6
640,2010,11,3,1,-8.4,1002.6
641,2010,11,3,2,-8.0,1002.6
642,2010,11,3,3,-7.7,1002.8
643,2010,11,3,4,-7.5,1002.7
644,2010,11,3,5,-7.6,1002.6
645,2010,11,3,7,-8.5,1002.4
646,2010,11,3,8,-9.7,1002.4
647,2010,11,3,9,-10.9,1002.3
648,2010,11,3,10,-11.4,1002.4
649,2010,11,3,11,-10.7,1002.5
650,2010,11,3,12,-10.3,1002.5
651,2010,11,3,15,-10.4,1002.4
652,2010,11,3,16,-9.5,1002.1
653,2010,11,3,18,-8.2,1001.9
654,2010,11,3,19,-8.9,1001.9
655,2010,11,3,20,-7.9,1001.8
656,2010,11,3,21,-9.2,1001.5
657,2010,11,3,22,-8.6,1001.2
658,2010,11,3,23,-8.9,1001.2
659,2010,11,4,0,-8.9,1000.9
660,2010,11,4,1,-11.2,1000.6
661,2010,11,4,2,-9.2,1000.6
662,2010,11,4,3,-10.2,1000.5
663,2010,11,4,6,-8.9,999.9
664,2010,11,4,7,-9.6,999.7
665,2010,11,4,8,-8.8,999.7
666,2010,11,4,9,-8.5,999.9
667,2010,11,4,11,-8.9,1000.1
668,2010,11,4,12,-8.8,1000.2
669,2010,11,4,13,-8.6,1000.2
670,2010,11,4,14,-8.0,1000.1
671,2010,11,4,15,-7.3,999.7
672,2010,11,4,17,-8.2,999.9
